CIDADE;LATITUDE;LONGITUDE;POPULAÇÃO
GUARATINGUETA;-22,7723978;-45,1891299;118044
GUARATINGUETA;-22,79671634;-45,17777735;118044
GUARATINGUETA;-22,81418378;-45,19849342;118044
GUARATINGUETA;-22,81330121;-45,19943885;118044
GUARATINGUETA;-22,87091494;-45,20654072;118044
GUARATINGUETA;-22,80053949;-45,19781195;118044
GUARATINGUETA;-22,79671634;-45,17777735;118044
GUARATINGUETA;-22,79708764;-45,17486348;118044
GUARATINGUETA;-22,82128657;-45,18881671;118044
GUARATINGUETA;-22,82128657;-45,18881671;118044
GUARATINGUETA;-22,8096504;-45,1764115;118044
GUARATINGUETA;-22,82886841;-45,19597979;118044
GUARATINGUETA;-22,80053949;-45,19781195;118044
GUARATINGUETA;-22,79323215;-45,21276015;118044
GUARATINGUETA;-22,7892582;-45,17939353;118044
GUARATINGUETA;-22,7966375;-45,1773067;118044
GUARATINGUETA;-22,802093;-45,1729575;118044
GUARATINGUETA;-22,7959153;-45,1752675;118044
GUARATINGUETA;-22,82886841;-45,19597979;118044
GUARATINGUETA;-22,82264943;-45,19101993;118044
GUARATINGUETA;-22,82886841;-45,19597979;118044
GUARATINGUETA;-22,80053949;-45,19781195;118044
GUARATINGUETA;-22,80053949;-45,19781195;118044
GUARATINGUETA;-22,8041705;-45,2017884;118044
GUARATINGUETA;-22,8062164;-45,2333188;118044
GUARATINGUETA;-22,7809757;-45,2015532;118044
GUARATINGUETA;-22,7723978;-45,1891299;118044
GUARATINGUETA;-22,79708764;-45,17486348;118044
GUARATINGUETA;-22,7723978;-45,1891299;118044
GUARATINGUETA;-22,79086973;-45,17063313;118044
GUARATINGUETA;-22,8036913;-45,1859219;118044
GUARATINGUETA;-22,7905052;-45,1865493;118044
GUARATINGUETA;-22,81926171;-45,19245161;118044
GUARATINGUETA;-22,8220634;-45,1951559;118044
GUARATINGUETA;-22,81308868;-45,19658951;118044
GUARATINGUETA;-22,82514991;-45,19582195;118044
GUARATINGUETA;-22,82971188;-45,19667396;118044
GUARATINGUETA;-22,82886841;-45,19597979;118044
GUARATINGUETA;-22,81448708;-45,19725663;118044
GUARATINGUETA;-22,801342;-45,2073325;118044
GUARATINGUETA;-22,801342;-45,2073325;118044
GUARATINGUETA;-22,80132141;-45,20744656;118044
GUARATINGUETA;-22,79042413;-45,1528753;118044
GUARATINGUETA;-22,77378603;-45,18972516;118044
IGARATA;-23,20588511;-46,15313745;10605
IGARATA;-23,20796675;-46,15830238;10605
IGARATA;-23,2053349;-46,1589373;10605
ILHABELA;-23,8206125;-45,357336;34934
ILHABELA;-23,8165908;-45,3667925;34934
ILHABELA;-23,7994294;-45,3581506;34934
ILHABELA;-23,8004974;-45,3589061;34934
ILHABELA;-23,7988648;-45,3608395;34934
ILHABELA;-23,80293475;-45,36213008;34934
ILHABELA;-23,799848;-45,3581233;34934
ILHABELA;-23,8165908;-45,3667925;34934
ILHABELA;-23,8021735;-45,3616109;34934
ILHABELA;-23,8293394;-45,3565564;34934
ILHABELA;-23,82981026;-45,35453907;34934
ILHABELA;-23,8019305;-45,3614737;34934
ILHABELA;-23,81750789;-45,36446816;34934
ILHABELA;-23,8210254;-45,3712731;34934
ILHABELA;-23,82199586;-45,36937071;34934
ILHABELA;-23,7994294;-45,3581506;34934
ILHABELA;-23,799848;-45,3581233;34934
ILHABELA;-23,7994294;-45,3581506;34934
ILHABELA;-23,8005022;-45,3588742;34934
ILHABELA;-23,8206125;-45,357336;34934
ILHABELA;-23,82199586;-45,36937071;34934
ILHABELA;-23,799848;-45,3581233;34934
JACAREI;-23,315735;-45,9487892;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,320043;-45,9448269;240275
JACAREI;-23,309639;-45,94615411;240275
JACAREI;-23,309639;-45,94615411;240275
JACAREI;-23,2946321;-45,9394114;240275
JACAREI;-23,30674998;-45,92821442;240275
JACAREI;-23,3151013;-45,92642104;240275
JACAREI;-23,28687552;-46,04777825;240275
JACAREI;-23,2651628;-46,0671261;240275
JACAREI;-23,3159329;-46,01553047;240275
JACAREI;-23,32066953;-45,99063157;240275
JACAREI;-23,2663312;-46,0674975;240275
JACAREI;-23,30742719;-45,95850677;240275
JACAREI;-23,3001952;-45,9774882;240275
JACAREI;-23,30457142;-45,96966522;240275
JACAREI;-23,25870231;-45,95613642;240275
JACAREI;-23,26160309;-45,96376648;240275
JACAREI;-23,2622476;-45,9652769;240275
JACAREI;-23,26678917;-45,96360381;240275
JACAREI;-23,26119848;-45,96673225;240275
JACAREI;-23,31795745;-45,94227115;240275
JACAREI;-23,315735;-45,9487892;240275
JACAREI;-23,3151013;-45,92642104;240275
JACAREI;-23,30690439;-45,93086885;240275
JACAREI;-23,294094;-45,98694423;240275
JACAREI;-23,2653469;-46,0672809;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,294757;-45,9845625;240275
JACAREI;-23,3638194;-46,0187836;240275
JACAREI;-23,30110499;-45,96525312;240275
JACAREI;-23,2994561;-45,9763174;240275
JACAREI;-23,29021771;-45,95938417;240275
JACAREI;-23,29732174;-45,97891315;240275
JACAREI;-23,29732174;-45,97891315;240275
JACAREI;-23,29955511;-45,96165724;240275
JACAREI;-23,29700772;-45,9563822;240275
JACAREI;-23,30534237;-45,94464964;240275
JACAREI;-23,29468605;-45,95461804;240275
JACAREI;-23,30674998;-45,92821442;240275
JACAREI;-23,2968536;-45,9513601;240275
JACAREI;-23,312643;-45,94377878;240275
JACAREI;-23,30904769;-45,93882823;240275
JACAREI;-23,3298833;-45,9979419;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,37042134;-46,02611705;240275
JACAREI;-23,31578507;-46,07679929;240275
JACAREI;-23,26705857;-46,06796626;240275
JACAREI;-23,3127668;-46,0087944;240275
JACAREI;-23,3069828;-45,9731565;240275
JACAREI;-23,29447369;-45,94945875;240275
JACAREI;-23,30310086;-45,93397424;240275
JACAREI;-23,2945745;-45,9605238;240275
JACAREI;-23,3151013;-45,92642104;240275
JACAREI;-23,29920035;-46,02588469;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,30673613;-46,03378775;240275
JACAREI;-23,29920035;-46,02588469;240275
JACAREI;-23,3305997;-45,96681087;240275
JACAREI;-23,3084667;-45,9698174;240275
JACAREI;-23,29732174;-45,97891315;240275
JACAREI;-23,25905837;-45,93213853;240275
JACAREI;-23,25920593;-45,93264816;240275
JACAREI;-23,25905837;-45,93213853;240275
JACAREI;-23,320043;-45,9448269;240275
JACAREI;-23,320043;-45,9448269;240275
JACAREI;-23,3053687;-45,9280465;240275
JACAREI;-23,36912285;-45,89996611;240275
JACAREI;-23,3151013;-45,92642104;240275
JACAREI;-23,26308789;-45,92923203;240275
JACAREI;-23,25905837;-45,93213853;240275
JACAREI;-23,320043;-45,9448269;240275
JACAREI;-23,3049629;-45,9452497;240275
JACAREI;-23,30648053;-45,9364672;240275
JACAREI;-23,25905837;-45,93213853;240275
JACAREI;-23,28687552;-46,04777825;240275
JACAREI;-23,3368129;-46,0007494;240275
JACAREI;-23,3120921;-46,0087803;240275
JACAREI;-23,3368129;-46,0007494;240275
JACAREI;-23,28687552;-46,04777825;240275
JACAREI;-23,32140106;-46,03008072;240275
JACAREI;-23,3210915;-46,01479186;240275
JACAREI;-23,3654535;-46,0267417;240275
JACAREI;-23,30130542;-46,02248956;240275
JACAREI;-23,3631815;-46,018329;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,3305997;-45,96681087;240275
JACAREI;-23,32149523;-45,96696121;240275
JACAREI;-23,2949078;-45,94904666;240275
JACAREI;-23,320043;-45,9448269;240275
JACAREI;-23,29638728;-45,94559319;240275
JACAREI;-23,30904769;-45,93882823;240275
JACAREI;-23,29445322;-45,9265849;240275
JACAREI;-23,29623435;-45,92706363;240275
JACAREI;-23,3368129;-46,0007494;240275
JACAREI;-23,29845084;-45,98504132;240275
JACAREI;-23,3368129;-46,0007494;240275
JACAREI;-23,3210915;-46,01479186;240275
JACAREI;-23,36791413;-46,02387186;240275
JACAREI;-23,26160309;-45,96376648;240275
JACAREI;-23,26269468;-45,96490783;240275
JACAREI;-23,2611651;-45,9666541;240275
JACAREI;-23,2931027;-45,942851;240275
JACAREI;-23,30828113;-45,93944508;240275
JACAREI;-23,315735;-45,9487892;240275
JACAREI;-23,2902635;-45,9506999;240275
JACAREI;-23,25905837;-45,93213853;240275
JACAREI;-23,3076886;-46,0333594;240275
JACAREI;-23,31142275;-46,01097903;240275
JACAREI;-23,31526179;-46,01478929;240275
JACAREI;-23,31142275;-46,01097903;240275
JACAREI;-23,32068953;-45,96705403;240275
JACAREI;-23,3240027;-45,9684809;240275
JACAREI;-23,317814;-45,9683443;240275
JACAREI;-23,2528021;-45,972934;240275
JACAREI;-23,26486903;-45,96759374;240275
JACAREI;-23,31063353;-45,94299273;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,315735;-45,9487892;240275
JACAREI;-23,3182825;-45,9313092;240275
JACAREI;-23,315735;-45,9487892;240275
JACAREI;-23,30534237;-45,94464964;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,2875344;-46,03428694;240275
JACAREI;-23,25821469;-45,94931553;240275
JACAREI;-23,3298833;-45,9979419;240275
JACAREI;-23,30148395;-46,02453595;240275
JACAREI;-23,25821469;-45,94931553;240275
JACAREI;-23,26705857;-46,06796626;240275
JACAREI;-23,3361204;-46,0009788;240275
JACAREI;-23,29220175;-46,03789111;240275
JACAREI;-23,29732174;-45,97891315;240275
JACAREI;-23,32191983;-45,965553;240275
JACAREI;-23,30538219;-45,96573265;240275
JACAREI;-23,2868593;-45,9700271;240275
JACAREI;-23,25905837;-45,93213853;240275
JACAREI;-23,30209241;-45,94366791;240275
JACAREI;-23,29955511;-45,96165724;240275
JACAREI;-23,2613125;-45,9275;240275
JACAREI;-23,25920593;-45,93264816;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,3250727;-45,9161197;240275
JACAREI;-23,26441906;-46,06660069;240275
JACAREI;-23,3077125;-46,0333222;240275
JACAREI;-23,30148395;-46,02453595;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,30148395;-46,02453595;240275
JACAREI;-23,3163942;-46,0177606;240275
JACAREI;-23,30593839;-45,96559687;240275
JACAREI;-23,2991973;-45,964728;240275
JACAREI;-23,26160309;-45,96376648;240275
JACAREI;-23,263253;-45,9600195;240275
JACAREI;-23,26678917;-45,96360381;240275
JACAREI;-23,26678917;-45,96360381;240275
JACAREI;-23,2611651;-45,9666541;240275
JACAREI;-23,3011253;-45,92668988;240275
JACAREI;-23,2613125;-45,9275;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,3363792;-46,0001412;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,32210928;-46,01275054;240275
JACAREI;-23,33619508;-46,00058764;240275
JACAREI;-23,3176456;-46,0169968;240275
JACAREI;-23,3253304;-45,993328;240275
JACAREI;-23,30831028;-45,96948698;240275
JACAREI;-23,30634478;-45,96020129;240275
JACAREI;-23,29732174;-45,97891315;240275
JACAREI;-23,30609696;-45,92986348;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,29227119;-45,94798239;240275
JACAREI;-23,25920593;-45,93264816;240275
JACAREI;-23,29202579;-45,94319786;240275
JACAREI;-23,2613125;-45,9275;240275
JACAREI;-23,2955086;-45,94750647;240275
JACAREI;-23,2613125;-45,9275;240275
JACAREI;-23,3151013;-45,92642104;240275
JACAREI;-23,2924824;-46,03424074;240275
JACAREI;-23,30190408;-45,97864735;240275
JACAREI;-23,3103281;-46,00879165;240275
JACAREI;-23,30190408;-45,97864735;240275
JACAREI;-23,29732174;-45,97891315;240275
JACAREI;-23,3001952;-45,9774882;240275
JACAREI;-23,2611651;-45,9666541;240275
JACAREI;-23,26081671;-45,96463131;240275
JACAREI;-23,2596641;-45,9631191;240275
JACAREI;-23,2611651;-45,9666541;240275
JACAREI;-23,3143953;-45,9471131;240275
JACAREI;-23,3207999;-45,9399818;240275
JACAREI;-23,309639;-45,94615411;240275
JACAREI;-23,2587267;-45,9329978;240275
JACAREI;-23,3649639;-46,0180864;240275
JACAREI;-23,30673613;-46,03378775;240275
JACAREI;-23,30637222;-45,95745955;240275
JAMBEIRO;-23,31784187;-45,72609407;6397
JAMBEIRO;-23,31784187;-45,72609407;6397
JAMBEIRO;-23,31784187;-45,72609407;6397
JAMBEIRO;-23,31784187;-45,72609407;6397
JAMBEIRO;-23,2558662;-45,6923623;6397
JAMBEIRO;-23,31784187;-45,72609407;6397
LAGOINHA;-23,09094554;-45,19074348;5083
LAVRINHAS;-22,5557629;-44,9220273;7171
LAVRINHAS;-22,55981357;-44,82961242;7171
LAVRINHAS;-22,55981357;-44,82961242;7171
LAVRINHAS;-22,55420655;-44,92445587;7171
LAVRINHAS;-22,55420655;-44,92445587;7171
LAVRINHAS;-22,55981357;-44,82961242;7171
LAVRINHAS;-22,5131102;-44,8692573;7171
LAVRINHAS;-22,55981357;-44,82961242;7171
LORENA;-22,7350158;-45,0938333;84855
LORENA;-22,72887853;-45,11225764;84855
LORENA;-22,738448;-45,09287736;84855
LORENA;-22,74620293;-45,10119469;84855
LORENA;-22,73678436;-45,09391786;84855
LORENA;-22,73678436;-45,09391786;84855
LORENA;-22,7357453;-45,0963735;84855
LORENA;-22,7375476;-45,0953178;84855
LORENA;-22,73678436;-45,09391786;84855
LORENA;-22,7357453;-45,0963735;84855
LORENA;-22,74362292;-45,09688476;84855
LORENA;-22,746885;-45,1337201;84855
LORENA;-22,7632826;-45,1316572;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,74661347;-45,13318966;84855
LORENA;-22,74807168;-45,1213734;84855
LORENA;-22,74880578;-45,12121938;84855
LORENA;-22,75014966;-45,12444341;84855
LORENA;-22,7235122;-45,1225598;84855
LORENA;-22,74692434;-45,13362618;84855
LORENA;-22,74692434;-45,13362618;84855
LORENA;-22,74807168;-45,1213734;84855
LORENA;-22,75705767;-45,13050024;84855
LORENA;-22,7358056;-45,0935447;84855
LORENA;-22,7367386;-45,0939094;84855
LORENA;-22,735714;-45,09195465;84855
LORENA;-22,73367794;-45,09241082;84855
LORENA;-22,7350158;-45,0938333;84855
LORENA;-22,735714;-45,09195465;84855
LORENA;-22,7514563;-45,1375709;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,75705767;-45,13050024;84855
LORENA;-22,7494419;-45,1245392;84855
LORENA;-22,74692434;-45,13362618;84855
LORENA;-22,7443749;-45,1300515;84855
LORENA;-22,74785139;-45,1349279;84855
LORENA;-22,7477078;-45,1235726;84855
LORENA;-22,735714;-45,09195465;84855
LORENA;-22,73367794;-45,09241082;84855
LORENA;-22,7375476;-45,0953178;84855
LORENA;-22,74179007;-45,09786204;84855
LORENA;-22,7159446;-45,1107332;84855
LORENA;-22,75356075;-45,13258947;84855
LORENA;-22,74880578;-45,12121938;84855
LORENA;-22,7547978;-45,1321837;84855
LORENA;-22,74661347;-45,13318966;84855
LORENA;-22,74351808;-45,12718402;84855
LORENA;-22,74546008;-45,13415458;84855
LORENA;-22,74807168;-45,1213734;84855
LORENA;-22,75356075;-45,13258947;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,7504284;-45,1329346;84855
LORENA;-22,74895438;-45,13402818;84855
LORENA;-22,74588916;-45,13448607;84855
LORENA;-22,74880759;-45,08523126;84855
LORENA;-22,74620293;-45,10119469;84855
LORENA;-22,735714;-45,09195465;84855
LORENA;-22,735714;-45,09195465;84855
LORENA;-22,73678436;-45,09391786;84855
LORENA;-22,73678436;-45,09391786;84855
LORENA;-22,74377427;-45,12855213;84855
LORENA;-22,74661347;-45,13318966;84855
LORENA;-22,74588916;-45,13448607;84855
LORENA;-22,7458204;-45,112764;84855
LORENA;-22,74588916;-45,13448607;84855
LORENA;-22,7490874;-45,1341646;84855
LORENA;-22,74588916;-45,13448607;84855
LORENA;-22,7489629;-45,1262938;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,72179402;-45,12323535;84855
LORENA;-22,75518048;-45,1312202;84855
LORENA;-22,7375379;-45,120083;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,74807168;-45,1213734;84855
LORENA;-22,7375476;-45,0953178;84855
LORENA;-22,75000057;-45,10864519;84855
LORENA;-22,74179007;-45,09786204;84855
LORENA;-22,7358056;-45,0935447;84855
LORENA;-22,7423413;-45,0988188;84855
LORENA;-22,7375476;-45,0953178;84855
LORENA;-22,7358056;-45,0935447;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,74807168;-45,1213734;84855
LORENA;-22,74661347;-45,13318966;84855
LORENA;-22,72339067;-45,1218515;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,72125976;-45,12316382;84855
LORENA;-22,7240426;-45,1227782;84855
LORENA;-22,72179402;-45,12323535;84855
LORENA;-22,74692434;-45,13362618;84855
LORENA;-22,75089627;-45,1310297;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,74100455;-45,12659784;84855
LORENA;-22,75014966;-45,12444341;84855
LORENA;-22,74661347;-45,13318966;84855
LORENA;-22,7358056;-45,0935447;84855
LORENA;-22,7358056;-45,0935447;84855
LORENA;-22,7423413;-45,0988188;84855
LORENA;-22,73678436;-45,09391786;84855
LORENA;-22,74179007;-45,09786204;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,749375;-45,1309261;84855
LORENA;-22,74774174;-45,13226796;84855
LORENA;-22,72179402;-45,12323535;84855
LORENA;-22,7472709;-45,133342;84855
LORENA;-22,7475892;-45,1345032;84855
LORENA;-22,75089627;-45,1310297;84855
LORENA;-22,7492905;-45,1323352;84855
LORENA;-22,747747;-45,1322256;84855
LORENA;-22,7479293;-45,1348046;84855
LORENA;-22,74774174;-45,13226796;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,7285221;-45,1109212;84855
LORENA;-22,74362292;-45,09688476;84855
LORENA;-22,7378028;-45,100864;84855
LORENA;-22,74303416;-45,12454196;84855
LORENA;-22,74922179;-45,13441636;84855
LORENA;-22,7514174;-45,1315875;84855
LORENA;-22,74478777;-45,13330642;84855
LORENA;-22,74995363;-45,12758969;84855
LORENA;-22,74922179;-45,13441636;84855
LORENA;-22,74484555;-45,10119361;84855
LORENA;-22,735714;-45,09195465;84855
LORENA;-22,7377268;-45,0932902;84855
LORENA;-22,7377268;-45,0932902;84855
LORENA;-22,73451961;-45,09629736;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,7396615;-45,09468621;84855
LORENA;-22,74661347;-45,13318966;84855
LORENA;-22,74303416;-45,12454196;84855
LORENA;-22,7415307;-45,1172169;84855
LORENA;-22,7498179;-45,1344639;84855
LORENA;-22,7472709;-45,133342;84855
LORENA;-22,74659596;-45,13242877;84855
LORENA;-22,74244548;-45,12808801;84855
LORENA;-22,7482218;-45,12651136;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,73499027;-45,10065378;84855
LORENA;-22,7396615;-45,09468621;84855
LORENA;-22,7358056;-45,0935447;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,72242298;-45,1098734;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,74765618;-45,13567169;84855
LORENA;-22,74765618;-45,13567169;84855
LORENA;-22,74588916;-45,13448607;84855
LORENA;-22,7498179;-45,1344639;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,74244548;-45,12808801;84855
LORENA;-22,75014966;-45,12444341;84855
LORENA;-22,7482218;-45,12651136;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,74423683;-45,12566439;84855
LORENA;-22,75014966;-45,12444341;84855
LORENA;-22,745094;-45,1219499;84855
LORENA;-22,7423413;-45,0988188;84855
LORENA;-22,744792;-45,1037486;84855
LORENA;-22,73499027;-45,10065378;84855
LORENA;-22,74179007;-45,09786204;84855
LORENA;-22,744792;-45,1037486;84855
LORENA;-22,73499027;-45,10065378;84855
LORENA;-22,74179007;-45,09786204;84855
LORENA;-22,74244548;-45,12808801;84855
LORENA;-22,74399881;-45,12433994;84855
LORENA;-22,7348827;-45,1183782;84855
LORENA;-22,74765618;-45,13567169;84855
LORENA;-22,72179402;-45,12323535;84855
LORENA;-22,7472709;-45,133342;84855
LORENA;-22,7498179;-45,1344639;84855
LORENA;-22,7438488;-45,1235662;84855
LORENA;-22,7423413;-45,0988188;84855
LORENA;-22,7358056;-45,0935447;84855
LORENA;-22,74179007;-45,09786204;84855
LORENA;-22,74362292;-45,09688476;84855
LORENA;-22,74179007;-45,09786204;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,7635289;-45,1283005;84855
LORENA;-22,74244548;-45,12808801;84855
LORENA;-22,7375476;-45,0953178;84855
LORENA;-22,7475892;-45,1345032;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,7545638;-45,1321808;84855
LORENA;-22,74244548;-45,12808801;84855
LORENA;-22,74364322;-45,12785232;84855
LORENA;-22,74765618;-45,13567169;84855
MONTEIRO LOBATO;-22,86122615;-45,77287967;4138
PARAIBUNA;-23,5011273;-45,6385125;17667
PARAIBUNA;-23,39096917;-45,66204921;17667
PARAIBUNA;-23,3710047;-45,6741589;17667
PARAIBUNA;-23,5011273;-45,6385125;17667
PARAIBUNA;-23,3879059;-45,6627768;17667
PARAIBUNA;-23,3852081;-45,6634189;17667
PARAIBUNA;-23,3992741;-45,6619954;17667
PARAIBUNA;-23,3862795;-45,6621688;17667
PARAIBUNA;-23,3934661;-45,6611442;17667
PARAIBUNA;-23,3911747;-45,6606319;17667
PARAIBUNA;-23,3992741;-45,6619954;17667
PARAIBUNA;-23,37052014;-45,67035104;17667
PARAIBUNA;-23,3717769;-45,6706876;17667
PARAIBUNA;-23,38623649;-45,66414827;17667
PINDAMONHANGABA;-22,9183265;-45,4461824;165428
PINDAMONHANGABA;-22,91853544;-45,4468141;165428
PINDAMONHANGABA;-22,9235363;-45,4469581;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,8875123;-45,3692868;165428
PINDAMONHANGABA;-22,9397608;-45,4012798;165428
PINDAMONHANGABA;-22,94867934;-45,40865759;165428
PINDAMONHANGABA;-22,9175018;-45,3615191;165428
PINDAMONHANGABA;-22,9519605;-45,4998627;165428
PINDAMONHANGABA;-22,937216;-45,4670526;165428
PINDAMONHANGABA;-22,93416046;-45,46379152;165428
PINDAMONHANGABA;-22,9519605;-45,4998627;165428
PINDAMONHANGABA;-22,945813;-45,5113569;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,9152075;-45,4319947;165428
PINDAMONHANGABA;-22,94969965;-45,40393583;165428
PINDAMONHANGABA;-22,9520709;-45,41083945;165428
PINDAMONHANGABA;-22,92404336;-45,46770162;165428
PINDAMONHANGABA;-22,94476683;-45,50910288;165428
PINDAMONHANGABA;-22,92389794;-45,46495746;165428
PINDAMONHANGABA;-22,92476151;-45,46565143;165428
PINDAMONHANGABA;-22,93416046;-45,46379152;165428
PINDAMONHANGABA;-22,9521635;-45,4995666;165428
PINDAMONHANGABA;-22,95324818;-45,49822579;165428
PINDAMONHANGABA;-22,9549354;-45,4585498;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,9246486;-45,4378384;165428
PINDAMONHANGABA;-22,9403699;-45,4774513;165428
PINDAMONHANGABA;-22,95889898;-45,49056641;165428
PINDAMONHANGABA;-22,9457505;-45,5112873;165428
PINDAMONHANGABA;-22,9183265;-45,4461824;165428
PINDAMONHANGABA;-22,91853544;-45,4468141;165428
PINDAMONHANGABA;-22,9183265;-45,4461824;165428
PINDAMONHANGABA;-22,90297403;-45,37633846;165428
PINDAMONHANGABA;-22,9060253;-45,3754192;165428
PINDAMONHANGABA;-22,89995144;-45,38025435;165428
PINDAMONHANGABA;-22,9479534;-45,5031979;165428
PINDAMONHANGABA;-22,95025872;-45,49831472;165428
PINDAMONHANGABA;-22,95025872;-45,49831472;165428
PINDAMONHANGABA;-22,95972408;-45,48734709;165428
PINDAMONHANGABA;-22,9508751;-45,5007394;165428
PINDAMONHANGABA;-22,9183265;-45,4461824;165428
PINDAMONHANGABA;-22,91853544;-45,4468141;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,92211639;-45,44929774;165428
PINDAMONHANGABA;-22,9183265;-45,4461824;165428
PINDAMONHANGABA;-22,9183265;-45,4461824;165428
PINDAMONHANGABA;-22,8986489;-45,3799692;165428
PINDAMONHANGABA;-22,93416046;-45,46379152;165428
PINDAMONHANGABA;-22,9263928;-45,4620404;165428
PINDAMONHANGABA;-22,9452311;-45,46302688;165428
PINDAMONHANGABA;-22,954777;-45,5019584;165428
PINDAMONHANGABA;-22,94394288;-45,5002556;165428
PINDAMONHANGABA;-22,95518749;-45,48940591;165428
PINDAMONHANGABA;-22,9519605;-45,4998627;165428
PINDAMONHANGABA;-22,95887723;-45,45799375;165428
PINDAMONHANGABA;-22,9266359;-45,4482077;165428
PINDAMONHANGABA;-22,9262723;-45,4518281;165428
PINDAMONHANGABA;-22,8988914;-45,3799009;165428
PINDAMONHANGABA;-22,9521635;-45,4995666;165428
PINDAMONHANGABA;-22,91679914;-45,33430888;165428
PINDAMONHANGABA;-22,9315095;-45,46216401;165428
PINDAMONHANGABA;-22,9319908;-45,4653742;165428
PINDAMONHANGABA;-22,95499357;-45,4596444;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,944979;-45,4600299;165428
PINDAMONHANGABA;-22,90605706;-45,37549916;165428
PINDAMONHANGABA;-22,9410527;-45,396302;165428
PINDAMONHANGABA;-22,93706739;-45,47086661;165428
PINDAMONHANGABA;-22,9519605;-45,4998627;165428
PINDAMONHANGABA;-22,91853544;-45,4468141;165428
PINDAMONHANGABA;-22,95499357;-45,4596444;165428
PINDAMONHANGABA;-22,9057429;-45,3775866;165428
PINDAMONHANGABA;-22,89860477;-45,37800468;165428
PINDAMONHANGABA;-22,9239926;-45,4666413;165428
PINDAMONHANGABA;-22,9521635;-45,4995666;165428
PINDAMONHANGABA;-22,9387232;-45,5107643;165428
PINDAMONHANGABA;-22,9549311;-45,4575063;165428
PINDAMONHANGABA;-22,99033307;-45,39064606;165428
PINDAMONHANGABA;-22,89953717;-45,37856009;165428
PINDAMONHANGABA;-22,90297403;-45,37633846;165428
PINDAMONHANGABA;-22,92356167;-45,43434012;165428
PINDAMONHANGABA;-22,94760953;-45,3954497;165428
PINDAMONHANGABA;-22,94392979;-45,46442213;165428
PINDAMONHANGABA;-22,9533097;-45,4855867;165428
PINDAMONHANGABA;-22,95324818;-45,49822579;165428
PINDAMONHANGABA;-22,94400212;-45,51132524;165428
PINDAMONHANGABA;-22,9519605;-45,4998627;165428
PINDAMONHANGABA;-22,9549354;-45,4585498;165428
PINDAMONHANGABA;-22,92014544;-45,44509827;165428
PINDAMONHANGABA;-22,9549311;-45,4575063;165428
PINDAMONHANGABA;-22,9053615;-45,3815576;165428
PINDAMONHANGABA;-22,90544124;-45,37805207;165428
PINDAMONHANGABA;-22,90544124;-45,37805207;165428
PINDAMONHANGABA;-22,94577967;-45,41473813;165428
